#Xaxis_A4  YlengthA4  discharge_A4  dischargeEFF_A4  dischargeINEFF_A4  rech_Moulins_A4  rech_meltR_A4  P_A4
11.7188    20000      44.8063       0.976901         43.8294            44.2188          0.534674       2.26323
12.0312    20000      44.6437       0.969375         43.6743            44.0625          0.528859       2.26425
12.3438    20000      44.4811       0.960242         43.5208            43.9062          0.523073       2.26483
12.6562    20000      44.3185       0.949914         43.3686            43.75            0.517325       2.26508
12.9688    20000      44.156        0.938715         43.2173            43.5938          0.511622       2.26507
13.2812    20000      43.9935       0.926902         43.0666            43.4375          0.505969       2.26486
13.5938    20000      43.8311       0.914672         42.9164            43.2812          0.50037        2.26451
13.9062    20000      43.6688       0.902181         42.7666            43.125           0.494827       2.26405
14.2188    20000      43.5065       0.889545         42.6169            42.9688          0.489342       2.26351
14.5312    20000      43.3443       0.876857         42.4674            42.8125          0.483916       2.26293
14.8438    20000      43.1821       0.864183         42.3179            42.6562          0.478549       2.26231
15.1562    20000      43.02         0.851578         42.1685            42.5             0.473242       2.26167
15.4688    20000      42.858        0.839078         42.019             42.3438          0.467994       2.26103
15.7812    20000      42.6961       0.826714         41.8694            42.1875          0.462805       2.26039
16.0938    20000      42.5342       0.814505         41.7197            42.0312          0.457675       2.25976
16.4062    20000      42.3724       0.802467         41.5699            41.875           0.452602       2.25914
16.7188    20000      42.2106       0.790609         41.42              41.7188          0.447587       2.25854
17.0312    20000      42.0489       0.778938         41.27              41.5625          0.442628       2.25796
17.3438    20000      41.8873       0.767457         41.1198            41.4062          0.437725       2.25741
17.6562    20000      41.7257       0.756169         40.9695            41.25            0.432876       2.25688
17.9688    20000      41.5642       0.745073         40.8191            41.0938          0.428081       2.25637
18.2812    20000      41.4027       0.734168         40.6685            40.9375          0.42334        2.2559
18.5938    20000      41.2413       0.723452         40.5179            40.7812          0.41865        2.25545
18.9062    20000      41.08         0.712923         40.367             40.625           0.414012       2.25503
19.2188    20000      40.9187       0.702577         40.2161            40.4688          0.409424       2.25464
19.5312    20000      40.7574       0.692411         40.065             40.3125          0.404886       2.25428
19.8438    20000      40.5962       0.682421         39.9138            40.1562          0.400396       2.25394
20.1562    20000      40.4351       0.672604         39.7625            40               0.395955       2.25363
20.4688    20000      40.274        0.662955         39.6111            39.8438          0.39156        2.25335
20.7812    20000      40.113        0.653471         39.4595            39.6875          0.387212       2.2531
21.0938    20000      39.952        0.644147         39.3079            39.5312          0.38291        2.25288
21.4062    20000      39.7911       0.63498          39.1561            39.375           0.378653       2.25268
21.7188    20000      39.6302       0.625966         39.0043            39.2188          0.37444        2.25251
22.0312    20000      39.4694       0.617102         38.8523            39.0625          0.37027        2.25236
22.3438    20000      39.3086       0.608383         38.7002            38.9062          0.366144       2.25224
22.6562    20000      39.1479       0.599806         38.5481            38.75            0.362059       2.25215
22.9688    20000      38.9872       0.591368         38.3958            38.5938          0.358017       2.25208
23.2812    20000      38.8265       0.583066         38.2435            38.4375          0.354015       2.25203
23.5938    20000      38.6659       0.574895         38.091             38.2812          0.350053       2.25201
23.9062    20000      38.5054       0.566854         37.9385            38.125           0.346131       2.25201
24.2188    20000      38.3448       0.558938         37.7859            37.9688          0.342249       2.25204
24.5312    20000      38.1844       0.551145         37.6332            37.8125          0.338405       2.25209
24.8438    20000      38.0239       0.543472         37.4805            37.6562          0.334599       2.25216
25.1562    20000      37.8636       0.535917         37.3276            37.5             0.330831       2.25225
25.4688    20000      37.7032       0.528476         37.1747            37.3438          0.327099       2.25237
25.7812    20000      37.5429       0.521147         37.0217            37.1875          0.323404       2.25251
26.0938    20000      37.3826       0.513928         36.8687            37.0312          0.319746       2.25267
26.4062    20000      37.2224       0.506816         36.7156            36.875           0.316122       2.25285
26.7188    20000      37.0622       0.499808         36.5624            36.7188          0.312534       2.25305
27.0312    20000      36.902        0.492903         36.4091            36.5625          0.308981       2.25328
27.3438    20000      36.7419       0.486099         36.2558            36.4062          0.305461       2.25352
27.6562    20000      36.5818       0.479392         36.1024            36.25            0.301975       2.25378
27.9688    20000      36.4218       0.472782         35.949             36.0938          0.298523       2.25407
28.2812    20000      36.2618       0.466265         35.7955            35.9375          0.295104       2.25437
28.5938    20000      36.1018       0.459841         35.642             35.7812          0.291717       2.25469
28.9062    20000      35.9419       0.453507         35.4884            35.625           0.288362       2.25504
29.2188    20000      35.782        0.447262         35.3347            35.4688          0.285038       2.2554
29.5312    20000      35.6221       0.441103         35.181             35.3125          0.281747       2.25578
29.8438    20000      35.4623       0.43503          35.0272            35.1562          0.278486       2.25618
30.1562    20000      35.3025       0.429039         34.8734            35               0.275255       2.2566
30.4688    20000      35.1427       0.423131         34.7196            34.8438          0.272055       2.25703
30.7812    20000      34.983        0.417302         34.5657            34.6875          0.268885       2.25749
31.0938    20000      34.8233       0.411552         34.4117            34.5312          0.265744       2.25796
31.4062    20000      34.6636       0.40588          34.2577            34.375           0.262633       2.25845
31.7188    20000      34.504        0.400283         34.1037            34.2188          0.25955        2.25896
32.0312    20000      34.3444       0.39476          33.9496            34.0625          0.256496       2.25949
32.3438    20000      34.1848       0.389311         33.7955            33.9062          0.25347        2.26003
32.6562    20000      34.0252       0.383933         33.6413            33.75            0.250472       2.2606
32.9688    20000      33.8657       0.378625         33.4871            33.5938          0.247502       2.26117
33.2812    20000      33.7062       0.373387         33.3329            33.4375          0.244559       2.26177
33.5938    20000      33.5468       0.368217         33.1786            33.2812          0.241643       2.26238
33.9062    20000      33.3874       0.363113         33.0243            33.125           0.238754       2.26301
34.2188    20000      33.228        0.358075         32.8699            32.9688          0.235891       2.26366
34.5312    20000      33.0686       0.353102         32.7155            32.8125          0.233055       2.26432
34.8438    20000      32.9093       0.348192         32.5611            32.6562          0.230245       2.265
35.1562    20000      32.75         0.343344         32.4066            32.5             0.22746        2.2657
35.4688    20000      32.5907       0.338558         32.2521            32.3438          0.224701       2.26642
35.7812    20000      32.4314       0.333832         32.0976            32.1875          0.221967       2.26714
36.0938    20000      32.2722       0.329165         31.943             32.0312          0.219258       2.26789
36.4062    20000      32.113        0.324557         31.7884            31.875           0.216573       2.26865
36.7188    20000      31.9538       0.320007         31.6338            31.7188          0.213913       2.26943
37.0312    20000      31.7947       0.315513         31.4792            31.5625          0.211278       2.27023
37.3438    20000      31.6356       0.311074         31.3245            31.4062          0.208666       2.27104
37.6562    20000      31.4765       0.306691         31.1698            31.25            0.206078       2.27186
37.9688    20000      31.3174       0.302361         31.015             31.0938          0.203514       2.27271
38.2812    20000      31.1583       0.298085         30.8603            30.9375          0.200973       2.27357
38.5938    20000      30.9993       0.293861         30.7055            30.7812          0.198455       2.27444
38.9062    20000      30.8403       0.289689         30.5507            30.625           0.19596        2.27533
39.2188    20000      30.6814       0.285567         30.3958            30.4688          0.193488       2.27624
39.5312    20000      30.5224       0.281496         30.2409            30.3125          0.191038       2.27716
39.8438    20000      30.3635       0.277473         30.086             30.1562          0.188611       2.2781
40.1562    20000      30.2046       0.2735           29.9311            30               0.186206       2.27905
40.4688    20000      30.0458       0.269574         29.7762            29.8438          0.183822       2.28002
40.7812    20000      29.8869       0.265696         29.6212            29.6875          0.181461       2.28101
41.0938    20000      29.7281       0.261864         29.4662            29.5312          0.179121       2.28201
41.4062    20000      29.5693       0.258079         29.3112            29.375           0.176802       2.28302
41.7188    20000      29.4105       0.254338         29.1562            29.2188          0.174505       2.28405
42.0312    20000      29.2518       0.250642         29.0011            29.0625          0.172228       2.2851
42.3438    20000      29.093        0.246991         28.846             28.9062          0.169973       2.28617
42.6562    20000      28.9343       0.243382         28.6909            28.75            0.167738       2.28724
42.9688    20000      28.7756       0.239817         28.5358            28.5938          0.165523       2.28834
43.2812    20000      28.617        0.236294         28.3807            28.4375          0.163329       2.28945
43.5938    20000      28.4583       0.232813         28.2255            28.2812          0.161155       2.29058
43.9062    20000      28.2997       0.229373         28.0704            28.125           0.159001       2.29172
44.2188    20000      28.1411       0.225973         27.9152            27.9688          0.156867       2.29288
44.5312    20000      27.9826       0.222614         27.7599            27.8125          0.154753       2.29405
44.8438    20000      27.824        0.219294         27.6047            27.6562          0.152658       2.29524
45.1562    20000      27.6655       0.216014         27.4495            27.5             0.150582       2.29644
45.4688    20000      27.507        0.212772         27.2942            27.3438          0.148526       2.29766
45.7812    20000      27.3485       0.209568         27.1389            27.1875          0.146489       2.2989
46.0938    20000      27.19         0.206403         26.9836            27.0312          0.144471       2.30015
46.4062    20000      27.0316       0.203274         26.8283            26.875           0.142472       2.30142
46.7188    20000      26.8731       0.200182         26.673             26.7188          0.140491       2.3027
47.0312    20000      26.7147       0.197126         26.5176            26.5625          0.138529       2.304
47.3438    20000      26.5563       0.194106         26.3622            26.4062          0.136585       2.30532
47.6562    20000      26.398        0.191122         26.2069            26.25            0.134659       2.30665
47.9688    20000      26.2396       0.188173         26.0515            26.0938          0.132752       2.308
48.2812    20000      26.0813       0.185258         25.896             25.9375          0.130862       2.30937
48.5938    20000      25.923        0.182378         25.7406            25.7812          0.128991       2.31075
48.9062    20000      25.7647       0.179531         25.5852            25.625           0.127137       2.31215
49.2188    20000      25.6064       0.176718         25.4297            25.4688          0.125301       2.31356
49.5312    20000      25.4482       0.173938         25.2743            25.3125          0.123482       2.31499
49.8438    20000      25.29         0.17119          25.1188            25.1562          0.121681       2.31644
50.1562    20000      25.1318       0.168475         24.9633            25               0.119897       2.3179
50.4688    20000      24.9736       0.165792         24.8078            24.8438          0.11813        2.31938
50.7812    20000      24.8154       0.16314          24.6522            24.6875          0.11638        2.32088
51.0938    20000      24.6572       0.16052          24.4967            24.5312          0.114647       2.32239
51.4062    20000      24.4991       0.15793          24.3412            24.375           0.11293        2.32393
51.7188    20000      24.341        0.155371         24.1856            24.2188          0.111231       2.32547
52.0312    20000      24.1829       0.152843         24.03              24.0625          0.109548       2.32704
52.3438    20000      24.0248       0.150344         23.8745            23.9062          0.107881       2.32862
52.6562    20000      23.8667       0.147875         23.7189            23.75            0.106231       2.33022
52.9688    20000      23.7087       0.145435         23.5633            23.5938          0.104597       2.33184
53.2812    20000      23.5507       0.143024         23.4076            23.4375          0.102979       2.33348
53.5938    20000      23.3927       0.140641         23.252             23.2812          0.101377       2.33513
53.9062    20000      23.2347       0.138287         23.0964            23.125           0.0997907      2.3368
54.2188    20000      23.0767       0.135961         22.9407            22.9688          0.0982205      2.33849
54.5312    20000      22.9187       0.133663         22.7851            22.8125          0.096666       2.3402
54.8438    20000      22.7608       0.131392         22.6294            22.6562          0.0951271      2.34193
55.1562    20000      22.6029       0.129148         22.4737            22.5             0.0936037      2.34367
55.4688    20000      22.445        0.126932         22.318             22.3438          0.0920958      2.34543
55.7812    20000      22.2871       0.124742         22.1623            22.1875          0.0906031      2.34721
56.0938    20000      22.1292       0.122578         22.0066            22.0312          0.0891257      2.34901
56.4062    20000      21.9713       0.120441         21.8509            21.875           0.0876635      2.35083
56.7188    20000      21.8135       0.118329         21.6952            21.7188          0.0862163      2.35267
57.0312    20000      21.6557       0.116243         21.5394            21.5625          0.084784       2.35453
57.3438    20000      21.4979       0.114183         21.3837            21.4062          0.0833666      2.35641
57.6562    20000      21.3401       0.112147         21.2279            21.25            0.081964       2.3583
57.9688    20000      21.1823       0.110137         21.0722            21.0938          0.080576       2.36022
58.2812    20000      21.0245       0.108151         20.9164            20.9375          0.0792027      2.36216
58.5938    20000      20.8668       0.10619          20.7606            20.7812          0.0778439      2.36411
58.9062    20000      20.7091       0.104252         20.6048            20.625           0.0764994      2.36609
59.2188    20000      20.5514       0.102339         20.449             20.4688          0.0751694      2.36809
59.5312    20000      20.3937       0.100449         20.2932            20.3125          0.0738536      2.37011
59.8438    20000      20.236        0.0985834        20.1374            20.1562          0.0725519      2.37215
60.1562    20000      20.0783       0.0967407        19.9816            20               0.0712644      2.37421
60.4688    20000      19.9207       0.094921         19.8257            19.8438          0.0699909      2.37629
60.7812    20000      19.763        0.0931242        19.6699            19.6875          0.0687313      2.37839
61.0938    20000      19.6054       0.0913501        19.5141            19.5312          0.0674856      2.38052
61.4062    20000      19.4478       0.0895984        19.3582            19.375           0.0662536      2.38267
61.7188    20000      19.2902       0.087869         19.2023            19.2188          0.0650354      2.38484
62.0312    20000      19.1326       0.0861617        19.0465            19.0625          0.0638307      2.38703
62.3438    20000      18.9751       0.0844762        18.8906            18.9062          0.0626397      2.38924
62.6562    20000      18.8175       0.0828124        18.7347            18.75            0.0614621      2.39148
62.9688    20000      18.66         0.0811702        18.5788            18.5938          0.0602979      2.39374
63.2812    20000      18.5025       0.0795492        18.4229            18.4375          0.059147       2.39603
63.5938    20000      18.345        0.0779493        18.267             18.2812          0.0580094      2.39834
63.9062    20000      18.1875       0.0763703        18.1111            18.125           0.0568849      2.40067
64.2188    20000      18.03         0.0748122        17.9552            17.9688          0.0557736      2.40303
64.5312    20000      17.8726       0.0732745        17.7993            17.8125          0.0546753      2.40542
64.8438    20000      17.7151       0.0717573        17.6434            17.6562          0.05359        2.40782
65.1562    20000      17.5577       0.0702604        17.4875            17.5             0.0525176      2.41026
65.4688    20000      17.4003       0.0687834        17.3315            17.3438          0.051458       2.41272
65.7812    20000      17.2429       0.0673264        17.1756            17.1875          0.0504112      2.4152
66.0938    20000      17.0855       0.0658891        17.0196            17.0312          0.0493771      2.41772
66.4062    20000      16.9281       0.0644714        16.8637            16.875           0.0483556      2.42026
66.7188    20000      16.7708       0.0630731        16.7077            16.7188          0.0473467      2.42282
67.0312    20000      16.6134       0.061694         16.5517            16.5625          0.0463503      2.42542
67.3438    20000      16.4561       0.060334         16.3958            16.4062          0.0453663      2.42804
67.6562    20000      16.2988       0.0589929        16.2398            16.25            0.0443947      2.43069
67.9688    20000      16.1415       0.0576707        16.0838            16.0938          0.0434354      2.43337
68.2812    20000      15.9842       0.056367         15.9278            15.9375          0.0424884      2.43608
68.5938    20000      15.8269       0.0550819        15.7718            15.7812          0.0415535      2.43882
68.9062    20000      15.6696       0.053815         15.6158            15.625           0.0406308      2.44159
69.2188    20000      15.5124       0.0525664        15.4598            15.4688          0.0397201      2.44439
69.5312    20000      15.3552       0.0513358        15.3038            15.3125          0.0388214      2.44722
69.8438    20000      15.1979       0.0501231        15.1478            15.1562          0.0379347      2.45008
70.1562    20000      15.0407       0.0489282        14.9918            15               0.0370599      2.45297
70.4688    20000      14.8835       0.0477509        14.8358            14.8438          0.0361968      2.4559
70.7812    20000      14.7263       0.0465911        14.6798            14.6875          0.0353456      2.45886
71.0938    20000      14.5692       0.0454486        14.5237            14.5312          0.034506       2.46185
71.4062    20000      14.412        0.0443234        14.3677            14.375           0.0336781      2.46488
71.7188    20000      14.2549       0.0432152        14.2116            14.2188          0.0328618      2.46795
72.0312    20000      14.0977       0.0421241        14.0556            14.0625          0.032057       2.47104
72.3438    20000      13.9406       0.0410497        13.8996            13.9062          0.0312637      2.47418
72.6562    20000      13.7835       0.0399921        13.7435            13.75            0.0304818      2.47735
72.9688    20000      13.6264       0.038951         13.5874            13.5938          0.0297113      2.48056
73.2812    20000      13.4693       0.0379264        13.4314            13.4375          0.0289521      2.48381
73.5938    20000      13.3122       0.0369181        13.2753            13.2812          0.0282042      2.48709
73.9062    20000      13.1552       0.0359261        13.1193            13.125           0.0274674      2.49042
74.2188    20000      12.9981       0.0349501        12.9632            12.9688          0.0267418      2.49378
74.5312    20000      12.8411       0.0339901        12.8071            12.8125          0.0260273      2.49719
74.8438    20000      12.6841       0.033046         12.651             12.6562          0.0253238      2.50064
75.1562    20000      12.5271       0.0321176        12.4949            12.5             0.0246314      2.50413
75.4688    20000      12.3701       0.0312048        12.3389            12.3438          0.0239498      2.50766
75.7812    20000      12.2131       0.0303076        12.1828            12.1875          0.0232791      2.51124
76.0938    20000      12.0561       0.0294258        12.0267            12.0312          0.0226193      2.51487
76.4062    20000      11.8991       0.0285592        11.8706            11.875           0.0219702      2.51854
76.7188    20000      11.7422       0.0277078        11.7145            11.7188          0.0213319      2.52226
77.0312    20000      11.5853       0.0268715        11.5584            11.5625          0.0207043      2.52602
77.3438    20000      11.4283       0.0260502        11.4023            11.4062          0.0200872      2.52984
77.6562    20000      11.2714       0.0252437        11.2462            11.25            0.0194808      2.5337
77.9688    20000      11.1145       0.024452         11.0901            11.0938          0.0188849      2.53762
78.2812    20000      10.9576       0.0236749        10.9339            10.9375          0.0182994      2.54159
78.5938    20000      10.8007       0.0229124        10.7778            10.7812          0.0177244      2.54561
78.9062    20000      10.6439       0.0221644        10.6217            10.625           0.0171597      2.54969
79.2188    20000      10.487        0.0214306        10.4656            10.4688          0.0166054      2.55383
79.5312    20000      10.3301       0.0207111        10.3094            10.3125          0.0160613      2.55802
79.8438    20000      10.1733       0.0200058        10.1533            10.1562          0.0155275      2.56228
80.1562    20000      10.0165       0.0193145        9.99717            10               0.0150038      2.56659
80.4688    20000      9.85967       0.0186372        9.84104            9.84375          0.0144903      2.57097
80.7812    20000      9.70287       0.0179737        9.6849             9.6875           0.0139868      2.5754
81.0938    20000      9.54608       0.0173239        9.52875            9.53125          0.0134934      2.57991
81.4062    20000      9.3893        0.0166879        9.37261            9.375            0.0130099      2.58448
81.7188    20000      9.23253       0.0160654        9.21646            9.21875          0.0125364      2.58912
82.0312    20000      9.07577       0.0154563        9.06031            9.0625           0.0120728      2.59383
82.3438    20000      8.91902       0.0148607        8.90416            8.90625          0.0116189      2.59862
82.6562    20000      8.76228       0.0142784        8.748              8.75             0.0111749      2.60348
82.9688    20000      8.60555       0.0137092        8.59184            8.59375          0.0107406      2.60841
83.2812    20000      8.44884       0.0131532        8.43568            8.4375           0.010316       2.61343
83.5938    20000      8.29213       0.0126102        8.27952            8.28125          0.00990107     2.61853
83.9062    20000      8.13543       0.0120801        8.12335            8.125            0.00949569     2.62371
84.2188    20000      7.97875       0.0115628        7.96719            7.96875          0.00909985     2.62897
84.5312    20000      7.82208       0.0110583        7.81102            7.8125           0.0087135      2.63433
84.8438    20000      7.66541       0.0105665        7.65484            7.65625          0.00833659     2.63978
85.1562    20000      7.50876       0.0100873        7.49867            7.5              0.00796907     2.64532
85.4688    20000      7.35211       0.00962056       7.34249            7.34375          0.00761088     2.65096
85.7812    20000      7.19548       0.00916624       7.18631            7.1875           0.00726199     2.6567
86.0938    20000      7.03886       0.00872424       7.03013            7.03125          0.00692232     2.66255
86.4062    20000      6.88224       0.00829448       6.87395            6.875            0.00659185     2.6685
86.7188    20000      6.72564       0.00787687       6.71776            6.71875          0.0062705      2.67457
87.0312    20000      6.56905       0.00747134       6.56158            6.5625           0.00595823     2.68075
87.3438    20000      6.41246       0.00707779       6.40539            6.40625          0.00565499     2.68705
87.6562    20000      6.25589       0.00669614       6.24919            6.25             0.00536072     2.69348
87.9688    20000      6.09933       0.00632632       6.093              6.09375          0.00507537     2.70003
88.2812    20000      5.94277       0.00596822       5.93681            5.9375           0.00479887     2.70672
88.5938    20000      5.78623       0.00562178       5.78061            5.78125          0.00453118     2.71355
88.9062    20000      5.62969       0.0052869        5.62441            5.625            0.00427223     2.72052
89.2188    20000      5.47317       0.0049635        5.46821            5.46875          0.00402197     2.72764
89.5312    20000      5.31665       0.0046515        5.312              5.3125           0.00378034     2.73492
89.8438    20000      5.16015       0.00435081       5.1558             5.15625          0.00354726     2.74237
90.1562    20000      5.00365       0.00406134       4.99959            5                0.00332269     2.74998
90.4688    20000      4.84716       0.00378301       4.84338            4.84375          0.00310655     2.75777
90.7812    20000      4.69069       0.00351573       4.68717            4.6875           0.00289877     2.76575
91.0938    20000      4.53422       0.00325941       4.53096            4.53125          0.00269929     2.77393
91.4062    20000      4.37776       0.00301396       4.37474            4.375            0.00250804     2.7823
91.7188    20000      4.2213        0.00277929       4.21853            4.21875          0.00232493     2.7909
92.0312    20000      4.06486       0.0025553        4.06231            4.0625           0.00214989     2.79971
92.3438    20000      3.90843       0.0023419        3.90609            3.90625          0.00198284     2.80877
92.6562    20000      3.752         0.00213899       3.74987            3.75             0.0018237      2.81807
92.9688    20000      3.59559       0.00194646       3.59364            3.59375          0.00167237     2.82764
93.2812    20000      3.43918       0.00176422       3.43742            3.4375           0.00152876     2.83748
93.5938    20000      3.28278       0.00159215       3.28119            3.28125          0.00139277     2.84762
93.9062    20000      3.12639       0.00143014       3.12496            3.125            0.00126431     2.85806
94.2188    20000      2.97001       0.00127807       2.96873            2.96875          0.00114324     2.86884
94.5312    20000      2.81363       0.0011358        2.8125             2.8125           0.00102946     2.87996
94.8438    20000      2.65726       0.00100322       2.65626            2.65625          0.000922841    2.89146
95.1562    20000      2.5009        0.000880161      2.50002            2.5              0.000823243    2.90335
95.4688    20000      2.34455       0.000766483      2.34379            2.34375          0.000730518    2.91567
95.7812    20000      2.18821       0.000662014      2.18755            2.1875           0.000644507    2.92844
96.0938    20000      2.03187       0.000566569      2.0313             2.03125          0.000565035    2.94171
96.4062    20000      1.87554       0.000479946      1.87506            1.875            0.000491911    2.95549
96.7188    20000      1.71922       0.000401921      1.71882            1.71875          0.000424924    2.96985
97.0312    20000      1.5629        0.00033224       1.56257            1.5625           0.000363844    2.98481
97.3438    20000      1.40659       0.000270617      1.40632            1.40625          0.000308412    3.00045
97.6562    20000      1.25028       0.000216727      1.25007            1.25             0.000258339    3.01681
97.9688    20000      1.09398       0.000170192      1.09381            1.09375          0.000213301    3.03397
98.2812    20000      0.93769       0.000130572      0.937559           0.9375           0.00017293     3.052
98.5938    20000      0.7814        9.73477e-05      0.781303           0.78125          0.000136809    3.07099
98.9062    20000      0.625115      6.98991e-05      0.625045           0.625            0.000104454    3.09106
99.2188    20000      0.468833      4.74767e-05      0.468785           0.46875          7.53091e-05    3.11231
99.5312    20000      0.312554      2.91623e-05      0.312524           0.3125           4.87223e-05    3.13489
99.8438    20000      0.156276      1.3816e-05       0.156262           0.15625          2.39248e-05    3.15899
