#Xaxis_A3  YlengthA3  discharge_A3  dischargeEFF_A3  dischargeINEFF_A3  rech_Moulins_A3  rech_meltR_A3  P_A3
14.5312    20000      10.0444       0.0438595        10.0005            9.91537          0.117411       2.83549
14.8438    20000      10.0069       0.0436819        9.96322            9.87919          0.116216       2.83777
15.1562    20000      9.9694        0.0434247        9.92597            9.843            0.115022       2.83949
15.4688    20000      9.9319        0.0431032        9.8888             9.80681          0.113832       2.84075
15.7812    20000      9.89441       0.0427303        9.85168            9.77062          0.112647       2.84164
16.0938    20000      9.85693       0.0423167        9.81461            9.73444          0.111469       2.84223
16.4062    20000      9.81946       0.0418715        9.77758            9.69825          0.110298       2.84257
16.7188    20000      9.78199       0.0414023        9.74059            9.66206          0.109135       2.84271
17.0312    20000      9.74454       0.040915         9.70362            9.62587          0.107982       2.84269
17.3438    20000      9.70709       0.0404148        9.66668            9.58969          0.106838       2.84254
17.6562    20000      9.66966       0.0399057        9.62975            9.5535           0.105703       2.84229
17.9688    20000      9.63223       0.0393911        9.59284            9.51731          0.104579       2.84196
18.2812    20000      9.59482       0.0388737        9.55595            9.48112          0.103466       2.84158
18.5938    20000      9.55742       0.0383556        9.51907            9.44494          0.102363       2.84115
18.9062    20000      9.52004       0.0378386        9.4822             9.40875          0.10127        2.84068
19.2188    20000      9.48266       0.037324         9.44534            9.37256          0.100188       2.8402
19.5312    20000      9.44529       0.036813         9.40848            9.33637          0.0991171      2.8397
19.8438    20000      9.40794       0.0363063        9.37164            9.30019          0.0980564      2.8392
20.1562    20000      9.3706        0.0358048        9.3348             9.264            0.0970063      2.8387
20.4688    20000      9.33327       0.0353088        9.29796            9.22781          0.0959666      2.8382
20.7812    20000      9.29595       0.0348187        9.26113            9.19162          0.0949373      2.83771
21.0938    20000      9.25864       0.034335         9.22431            9.15544          0.0939182      2.83723
21.4062    20000      9.22135       0.0338576        9.18749            9.11925          0.0929094      2.83676
21.7188    20000      9.18406       0.0333868        9.15068            9.08306          0.0919105      2.83631
22.0312    20000      9.14679       0.0329227        9.11387            9.04687          0.0909216      2.83587
22.3438    20000      9.10953       0.0324653        9.07706            9.01069          0.0899426      2.83546
22.6562    20000      9.07227       0.0320145        9.04026            8.9745           0.0889732      2.83507
22.9688    20000      9.03503       0.0315704        9.00346            8.93831          0.0880134      2.83469
23.2812    20000      8.9978        0.0311329        8.96667            8.90212          0.087063       2.83434
23.5938    20000      8.96058       0.030702         8.92988            8.86594          0.086122       2.83401
23.9062    20000      8.92337       0.0302775        8.89309            8.82975          0.0851901      2.8337
24.2188    20000      8.88616       0.0298593        8.8563             8.79356          0.0842674      2.83341
24.5312    20000      8.84897       0.0294475        8.81952            8.75737          0.0833536      2.83315
24.8438    20000      8.81179       0.0290418        8.78275            8.72119          0.0824486      2.83291
25.1562    20000      8.77462       0.0286422        8.74598            8.685            0.0815524      2.83269
25.4688    20000      8.73746       0.0282486        8.70921            8.64881          0.0806648      2.83249
25.7812    20000      8.7003        0.0278608        8.67244            8.61262          0.0797856      2.83231
26.0938    20000      8.66316       0.0274787        8.63568            8.57644          0.0789149      2.83216
26.4062    20000      8.62602       0.0271023        8.59892            8.54025          0.0780524      2.83203
26.7188    20000      8.5889        0.0267313        8.56216            8.50406          0.0771981      2.83192
27.0312    20000      8.55178       0.0263658        8.52541            8.46787          0.0763518      2.83184
27.3438    20000      8.51467       0.0260056        8.48866            8.43169          0.0755136      2.83177
27.6562    20000      8.47757       0.0256506        8.45192            8.3955           0.0746831      2.83173
27.9688    20000      8.44048       0.0253007        8.41518            8.35931          0.0738605      2.83171
28.2812    20000      8.40339       0.0249557        8.37844            8.32312          0.0730455      2.83171
28.5938    20000      8.36632       0.0246157        8.3417             8.28694          0.0722381      2.83173
28.9062    20000      8.32925       0.0242805        8.30497            8.25075          0.0714382      2.83177
29.2188    20000      8.2922        0.0239499        8.26825            8.21456          0.0706456      2.83183
29.5312    20000      8.25514       0.023624         8.23152            8.17837          0.0698604      2.83191
29.8438    20000      8.2181        0.0233026        8.1948             8.14219          0.0690824      2.83201
30.1562    20000      8.18107       0.0229856        8.15808            8.106            0.0683115      2.83214
30.4688    20000      8.14404       0.022673         8.12137            8.06981          0.0675477      2.83228
30.7812    20000      8.10702       0.0223646        8.08466            8.03362          0.0667908      2.83244
31.0938    20000      8.07001       0.0220604        8.04795            7.99744          0.0660408      2.83262
31.4062    20000      8.03301       0.0217603        8.01125            7.96125          0.0652977      2.83282
31.7188    20000      7.99601       0.0214643        7.97454            7.92506          0.0645612      2.83304
32.0312    20000      7.95902       0.0211722        7.93785            7.88887          0.0638315      2.83328
32.3438    20000      7.92204       0.0208839        7.90115            7.85269          0.0631083      2.83354
32.6562    20000      7.88506       0.0205995        7.86446            7.8165           0.0623917      2.83381
32.9688    20000      7.84809       0.0203188        7.82778            7.78031          0.0616815      2.83411
33.2812    20000      7.81113       0.0200418        7.79109            7.74412          0.0609776      2.83442
33.5938    20000      7.77418       0.0197684        7.75441            7.70794          0.0602801      2.83475
33.9062    20000      7.73723       0.0194986        7.71773            7.67175          0.0595888      2.8351
34.2188    20000      7.70029       0.0192322        7.68106            7.63556          0.0589037      2.83547
34.5312    20000      7.66336       0.0189692        7.64439            7.59937          0.0582248      2.83586
34.8438    20000      7.62643       0.0187096        7.60772            7.56319          0.0575519      2.83626
35.1562    20000      7.58951       0.0184534        7.57106            7.527            0.0568849      2.83668
35.4688    20000      7.5526        0.0182003        7.5344             7.49081          0.0562239      2.83712
35.7812    20000      7.51569       0.0179505        7.49774            7.45462          0.0555688      2.83758
36.0938    20000      7.47879       0.0177038        7.46108            7.41844          0.0549195      2.83805
36.4062    20000      7.44189       0.0174602        7.42443            7.38225          0.054276       2.83854
36.7188    20000      7.40501       0.0172196        7.38779            7.34606          0.0536382      2.83905
37.0312    20000      7.36812       0.0169821        7.35114            7.30987          0.053006       2.83957
37.3438    20000      7.33125       0.0167474        7.3145             7.27369          0.0523794      2.84012
37.6562    20000      7.29438       0.0165157        7.27786            7.2375           0.0517584      2.84068
37.9688    20000      7.25751       0.0162868        7.24123            7.20131          0.0511428      2.84125
38.2812    20000      7.22066       0.0160608        7.20459            7.16512          0.0505327      2.84185
38.5938    20000      7.1838        0.0158375        7.16797            7.12894          0.049928       2.84246
38.9062    20000      7.14696       0.0156169        7.13134            7.09275          0.0493286      2.84309
39.2188    20000      7.11012       0.015399         7.09472            7.05656          0.0487346      2.84373
39.5312    20000      7.07328       0.0151837        7.0581             7.02037          0.0481457      2.84439
39.8438    20000      7.03645       0.0149711        7.02148            6.98419          0.0475621      2.84507
40.1562    20000      6.99963       0.014761         6.98487            6.948            0.0469836      2.84576
40.4688    20000      6.96281       0.0145534        6.94826            6.91181          0.0464103      2.84647
40.7812    20000      6.926         0.0143484        6.91165            6.87562          0.045842       2.8472
41.0938    20000      6.88919       0.0141457        6.87505            6.83944          0.0452787      2.84795
41.4062    20000      6.85239       0.0139455        6.83845            6.80325          0.0447204      2.84871
41.7188    20000      6.8156        0.0137477        6.80185            6.76706          0.0441671      2.84948
42.0312    20000      6.77881       0.0135522        6.76526            6.73087          0.0436186      2.85028
42.3438    20000      6.74202       0.0133591        6.72866            6.69469          0.043075       2.85109
42.6562    20000      6.70524       0.0131682        6.69207            6.6585           0.0425362      2.85191
42.9688    20000      6.66847       0.0129796        6.65549            6.62231          0.0420022      2.85276
43.2812    20000      6.6317        0.0127932        6.61891            6.58612          0.041473       2.85361
43.5938    20000      6.59494       0.012609         6.58233            6.54994          0.0409484      2.85449
43.9062    20000      6.55818       0.012427         6.54575            6.51375          0.0404285      2.85538
44.2188    20000      6.52142       0.0122471        6.50918            6.47756          0.0399132      2.85629
44.5312    20000      6.48467       0.0120693        6.47261            6.44137          0.0394025      2.85722
44.8438    20000      6.44793       0.0118936        6.43604            6.40519          0.0388964      2.85816
45.1562    20000      6.41119       0.0117199        6.39947            6.369            0.0383947      2.85912
45.4688    20000      6.37446       0.0115483        6.36291            6.33281          0.0378976      2.86009
45.7812    20000      6.33773       0.0113787        6.32635            6.29662          0.0374049      2.86108
46.0938    20000      6.30101       0.011211         6.28979            6.26044          0.0369166      2.86209
46.4062    20000      6.26429       0.0110453        6.25324            6.22425          0.0364327      2.86312
46.7188    20000      6.22757       0.0108816        6.21669            6.18806          0.0359532      2.86416
47.0312    20000      6.19086       0.0107197        6.18014            6.15187          0.0354779      2.86521
47.3438    20000      6.15416       0.0105597        6.1436             6.11569          0.035007       2.86629
47.6562    20000      6.11746       0.0104015        6.10705            6.0795           0.0345403      2.86738
47.9688    20000      6.08076       0.0102452        6.07052            6.04331          0.0340778      2.86849
48.2812    20000      6.04407       0.0100907        6.03398            6.00712          0.0336195      2.86962
48.5938    20000      6.00738       0.00993804       5.99744            5.97094          0.0331653      2.87076
48.9062    20000      5.9707        0.00978711       5.96091            5.93475          0.0327153      2.87192
49.2188    20000      5.93402       0.00963792       5.92439            5.89856          0.0322694      2.87309
49.5312    20000      5.89735       0.00949046       5.88786            5.86237          0.0318276      2.87429
49.8438    20000      5.86068       0.0093447        5.85134            5.82619          0.0313898      2.8755
50.1562    20000      5.82402       0.00920064       5.81482            5.79             0.030956       2.87673
50.4688    20000      5.78736       0.00905824       5.7783             5.75381          0.0305262      2.87797
50.7812    20000      5.7507        0.00891749       5.74178            5.71762          0.0301004      2.87924
51.0938    20000      5.71405       0.00877838       5.70527            5.68144          0.0296785      2.88052
51.4062    20000      5.6774        0.00864087       5.66876            5.64525          0.0292605      2.88181
51.7188    20000      5.64076       0.00850496       5.63226            5.60906          0.0288464      2.88313
52.0312    20000      5.60412       0.00837063       5.59575            5.57287          0.0284362      2.88446
52.3438    20000      5.56749       0.00823786       5.55925            5.53669          0.0280297      2.88582
52.6562    20000      5.53086       0.00810663       5.52275            5.5005           0.0276271      2.88719
52.9688    20000      5.49423       0.00797693       5.48626            5.46431          0.0272283      2.88857
53.2812    20000      5.45761       0.00784873       5.44976            5.42812          0.0268332      2.88998
53.5938    20000      5.42099       0.00772203       5.41327            5.39194          0.0264418      2.89141
53.9062    20000      5.38438       0.00759681       5.37678            5.35575          0.0260541      2.89285
54.2188    20000      5.34777       0.00747306       5.3403             5.31956          0.0256702      2.89431
54.5312    20000      5.31117       0.00735074       5.30382            5.28337          0.0252898      2.89579
54.8438    20000      5.27456       0.00722987       5.26733            5.24719          0.0249132      2.89729
55.1562    20000      5.23797       0.0071104        5.23086            5.211            0.0245401      2.89881
55.4688    20000      5.20137       0.00699235       5.19438            5.17481          0.0241706      2.90035
55.7812    20000      5.16478       0.00687568       5.15791            5.13862          0.0238047      2.90191
56.0938    20000      5.1282        0.00676038       5.12144            5.10244          0.0234423      2.90348
56.4062    20000      5.09162       0.00664645       5.08497            5.06625          0.0230834      2.90508
56.7188    20000      5.05504       0.00653386       5.0485             5.03006          0.0227281      2.90669
57.0312    20000      5.01846       0.00642261       5.01204            4.99387          0.0223762      2.90833
57.3438    20000      4.98189       0.00631267       4.97558            4.95769          0.0220278      2.90999
57.6562    20000      4.94533       0.00620405       4.93912            4.9215           0.0216828      2.91166
57.9688    20000      4.90876       0.00609672       4.90267            4.88531          0.0213413      2.91336
58.2812    20000      4.87221       0.00599068       4.86621            4.84912          0.0210031      2.91508
58.5938    20000      4.83565       0.0058859        4.82976            4.81294          0.0206683      2.91682
58.9062    20000      4.7991        0.00578238       4.79332            4.77675          0.0203369      2.91858
59.2188    20000      4.76255       0.00568011       4.75687            4.74056          0.0200088      2.92036
59.5312    20000      4.72601       0.00557908       4.72043            4.70437          0.019684       2.92216
59.8438    20000      4.68947       0.00547926       4.68399            4.66819          0.0193625      2.92398
60.1562    20000      4.65293       0.00538066       4.64755            4.632            0.0190443      2.92583
60.4688    20000      4.61639       0.00528326       4.61111            4.59581          0.0187294      2.9277
60.7812    20000      4.57986       0.00518705       4.57468            4.55962          0.0184177      2.92959
61.0938    20000      4.54334       0.00509202       4.53825            4.52344          0.0181092      2.9315
61.4062    20000      4.50681       0.00499816       4.50182            4.48725          0.017804       2.93344
61.7188    20000      4.4703        0.00490545       4.46539            4.45106          0.0175019      2.9354
62.0312    20000      4.43378       0.00481389       4.42897            4.41487          0.017203       2.93738
62.3438    20000      4.39727       0.00472347       4.39254            4.37869          0.0169072      2.93939
62.6562    20000      4.36076       0.00463417       4.35612            4.3425           0.0166146      2.94142
62.9688    20000      4.32425       0.00454599       4.31971            4.30631          0.0163251      2.94347
63.2812    20000      4.28775       0.00445892       4.28329            4.27013          0.0160387      2.94555
63.5938    20000      4.25125       0.00437294       4.24688            4.23394          0.0157554      2.94766
63.9062    20000      4.21476       0.00428806       4.21047            4.19775          0.0154751      2.94979
64.2188    20000      4.17826       0.00420425       4.17406            4.16156          0.0151979      2.95194
64.5312    20000      4.14177       0.00412151       4.13765            4.12538          0.0149237      2.95412
64.8438    20000      4.10529       0.00403983       4.10125            4.08919          0.0146526      2.95633
65.1562    20000      4.06881       0.0039592        4.06485            4.053            0.0143844      2.95856
65.4688    20000      4.03233       0.00387962       4.02845            4.01681          0.0141192      2.96082
65.7812    20000      3.99585       0.00380107       3.99205            3.98063          0.013857       2.96311
66.0938    20000      3.95938       0.00372354       3.95566            3.94444          0.0135978      2.96542
66.4062    20000      3.92291       0.00364703       3.91926            3.90825          0.0133415      2.96776
66.7188    20000      3.88645       0.00357153       3.88287            3.87206          0.0130881      2.97013
67.0312    20000      3.84998       0.00349703       3.84649            3.83588          0.0128376      2.97253
67.3438    20000      3.81352       0.00342352       3.8101             3.79969          0.01259        2.97496
67.6562    20000      3.77707       0.003351         3.77372            3.7635           0.0123453      2.97742
67.9688    20000      3.74061       0.00327945       3.73733            3.72731          0.0121034      2.97991
68.2812    20000      3.70416       0.00320887       3.70095            3.69113          0.0118644      2.98243
68.5938    20000      3.66772       0.00313925       3.66458            3.65494          0.0116283      2.98498
68.9062    20000      3.63127       0.00307058       3.6282             3.61875          0.0113949      2.98756
69.2188    20000      3.59483       0.00300286       3.59183            3.58256          0.0111644      2.99017
69.5312    20000      3.55839       0.00293607       3.55546            3.54638          0.0109366      2.99282
69.8438    20000      3.52196       0.00287022       3.51909            3.51019          0.0107116      2.99549
70.1562    20000      3.48553       0.00280529       3.48272            3.474            0.0104894      2.99821
70.4688    20000      3.4491        0.00274127       3.44636            3.43781          0.0102699      3.00095
70.7812    20000      3.41267       0.00267817       3.40999            3.40163          0.0100532      3.00373
71.0938    20000      3.37625       0.00261597       3.37363            3.36544          0.00983915     3.00655
71.4062    20000      3.33983       0.00255466       3.33728            3.32925          0.00962784     3.0094
71.7188    20000      3.30341       0.00249424       3.30092            3.29306          0.00941922     3.01229
72.0312    20000      3.267         0.00243471       3.26456            3.25688          0.00921328     3.01521
72.3438    20000      3.23059       0.00237604       3.22821            3.22069          0.00901001     3.01817
72.6562    20000      3.19418       0.00231825       3.19186            3.1845           0.00880939     3.02117
72.9688    20000      3.15778       0.00226132       3.15551            3.14831          0.00861141     3.02421
73.2812    20000      3.12137       0.00220525       3.11917            3.11213          0.00841606     3.02729
73.5938    20000      3.08497       0.00215002       3.08282            3.07594          0.00822333     3.03042
73.9062    20000      3.04858       0.00209564       3.04648            3.03975          0.00803319     3.03358
74.2188    20000      3.01218       0.0020421        3.01014            3.00356          0.00784565     3.03678
74.5312    20000      2.97579       0.00198939       2.9738             2.96738          0.00766068     3.04003
74.8438    20000      2.93941       0.0019375        2.93747            2.93119          0.00747828     3.04332
75.1562    20000      2.90302       0.00188643       2.90113            2.895            0.00729843     3.04666
75.4688    20000      2.86664       0.00183618       2.8648             2.85881          0.00712111     3.05004
75.7812    20000      2.83026       0.00178673       2.82847            2.82263          0.00694633     3.05346
76.0938    20000      2.79388       0.00173809       2.79214            2.78644          0.00677406     3.05694
76.4062    20000      2.75751       0.00169024       2.75582            2.75025          0.00660429     3.06046
76.7188    20000      2.72114       0.00164319       2.71949            2.71406          0.00643701     3.06404
77.0312    20000      2.68477       0.00159691       2.68317            2.67788          0.0062722      3.06766
77.3438    20000      2.6484        0.00155142       2.64685            2.64169          0.00610987     3.07134
77.6562    20000      2.61204       0.0015067        2.61053            2.6055           0.00594999     3.07507
77.9688    20000      2.57568       0.00146275       2.57422            2.56931          0.00579255     3.07885
78.2812    20000      2.53932       0.00141957       2.5379             2.53313          0.00563754     3.08269
78.5938    20000      2.50296       0.00137714       2.50159            2.49694          0.00548494     3.08659
78.9062    20000      2.46661       0.00133547       2.46528            2.46075          0.00533476     3.09054
79.2188    20000      2.43026       0.00129454       2.42897            2.42456          0.00518696     3.09456
79.5312    20000      2.39392       0.00125436       2.39266            2.38838          0.00504155     3.09863
79.8438    20000      2.35757       0.00121491       2.35636            2.35219          0.00489852     3.10277
80.1562    20000      2.32123       0.0011762        2.32005            2.316            0.00475783     3.10697
80.4688    20000      2.28489       0.00113822       2.28375            2.27981          0.0046195      3.11123
80.7812    20000      2.24855       0.00110096       2.24745            2.24363          0.0044835      3.11557
81.0938    20000      2.21222       0.00106441       2.21115            2.20744          0.00434983     3.11997
81.4062    20000      2.17589       0.00102858       2.17486            2.17125          0.00421847     3.12445
81.7188    20000      2.13956       0.00099346       2.13856            2.13506          0.0040894      3.12899
82.0312    20000      2.10323       0.000959043      2.10227            2.09888          0.00396263     3.13361
82.3438    20000      2.06691       0.000925324      2.06598            2.06269          0.00383813     3.13831
82.6562    20000      2.03058       0.0008923        2.02969            2.0265           0.0037159      3.14309
82.9688    20000      1.99426       0.000859966      1.9934             1.99031          0.00359592     3.14795
83.2812    20000      1.95795       0.000828317      1.95712            1.95413          0.00347818     3.15289
83.5938    20000      1.92163       0.000797348      1.92084            1.91794          0.00336267     3.15792
83.9062    20000      1.88532       0.000767056      1.88455            1.88175          0.00324937     3.16304
84.2188    20000      1.84901       0.000737436      1.84827            1.84556          0.00313828     3.16825
84.5312    20000      1.8127        0.000708483      1.812              1.80938          0.00302939     3.17355
84.8438    20000      1.7764        0.000680192      1.77572            1.77319          0.00292267     3.17895
85.1562    20000      1.7401        0.00065256       1.73944            1.737            0.00281812     3.18445
85.4688    20000      1.7038        0.000625582      1.70317            1.70081          0.00271573     3.19005
85.7812    20000      1.6675        0.000599253      1.6669             1.66463          0.00261548     3.19576
86.0938    20000      1.6312        0.000573569      1.63063            1.62844          0.00251736     3.20159
86.4062    20000      1.59491       0.000548527      1.59436            1.59225          0.00242136     3.20752
86.7188    20000      1.55862       0.00052412       1.5581             1.55606          0.00232746     3.21358
87.0312    20000      1.52233       0.000500346      1.52183            1.51988          0.00223565     3.21975
87.3438    20000      1.48605       0.0004772        1.48557            1.48369          0.00214592     3.22605
87.6562    20000      1.44976       0.000454677      1.44931            1.4475           0.00205826     3.23249
87.9688    20000      1.41348       0.000432773      1.41305            1.41131          0.00197264     3.23906
88.2812    20000      1.3772        0.000411484      1.37679            1.37513          0.00188906     3.24577
88.5938    20000      1.34092       0.000390806      1.34053            1.33894          0.0018075      3.25263
88.9062    20000      1.30465       0.000370733      1.30428            1.30275          0.00172795     3.25965
89.2188    20000      1.26838       0.000351262      1.26802            1.26656          0.00165039     3.26682
89.5312    20000      1.23211       0.000332388      1.23177            1.23038          0.00157481     3.27415
89.8438    20000      1.19584       0.000314106      1.19552            1.19419          0.00150118     3.28166
90.1562    20000      1.15957       0.000296413      1.15927            1.158            0.0014295      3.28935
90.4688    20000      1.12331       0.000279303      1.12303            1.12181          0.00135975     3.29723
90.7812    20000      1.08704       0.000262772      1.08678            1.08563          0.00129191     3.3053
91.0938    20000      1.05078       0.000246814      1.05054            1.04944          0.00122595     3.31358
91.4062    20000      1.01453       0.000231426      1.0143             1.01325          0.00116187     3.32208
91.7188    20000      0.978271      0.000216602      0.978054           0.977063         0.00109964     3.33079
92.0312    20000      0.942017      0.000202336      0.941815           0.940875         0.00103925     3.33975
92.3438    20000      0.905765      0.000188625      0.905577           0.904688         0.000980664    3.34895
92.6562    20000      0.869515      0.000175461      0.86934            0.8685           0.000923868    3.35841
92.9688    20000      0.833267      0.00016284       0.833104           0.832313         0.000868837    3.36815
93.2812    20000      0.797021      0.000150756      0.79687            0.796125         0.000815547    3.37818
93.5938    20000      0.760777      0.000139202      0.760638           0.759938         0.000763971    3.38851
93.9062    20000      0.724535      0.000128172      0.724407           0.72375          0.000714082    3.39916
94.2188    20000      0.688294      0.000117659      0.688177           0.687563         0.000665851    3.41016
94.5312    20000      0.652055      0.000107656      0.651948           0.651375         0.000619245    3.42152
94.8438    20000      0.615819      9.81546e-05      0.61572            0.615188         0.000574232    3.43326
95.1562    20000      0.579583      8.91468e-05      0.579494           0.579            0.000530776    3.44541
95.4688    20000      0.54335       8.06233e-05      0.543269           0.542813         0.000488838    3.458
95.7812    20000      0.507118      7.25742e-05      0.507045           0.506625         0.000448376    3.47106
96.0938    20000      0.470887      6.49888e-05      0.470822           0.470438         0.000409344    3.48461
96.4062    20000      0.434658      5.7855e-05       0.434601           0.43425          0.000371693    3.4987
96.7188    20000      0.398431      5.11595e-05      0.39838            0.398063         0.000335369    3.51336
97.0312    20000      0.362205      4.48873e-05      0.36216            0.361875         0.000300312    3.52865
97.3438    20000      0.32598       3.90216e-05      0.325941           0.325688         0.000266455    3.54461
97.6562    20000      0.289757      3.35431e-05      0.289723           0.2895           0.000233727    3.56129
97.9688    20000      0.253535      2.84298e-05      0.253506           0.253313         0.000202044    3.57877
98.2812    20000      0.217313      2.36561e-05      0.21729            0.217125         0.000171316    3.59711
98.5938    20000      0.181093      1.91921e-05      0.181074           0.180938         0.000141437    3.6164
98.9062    20000      0.144873      1.50024e-05      0.144858           0.14475          0.000112292    3.63673
99.2188    20000      0.108655      1.10451e-05      0.108643           0.108563         8.37439e-05    3.65821
99.5312    20000      0.0724361     7.26927e-06      0.0724289          0.072375         5.56383e-05    3.68097
99.8438    20000      0.036218      3.61305e-06      0.0362144          0.0361875        2.77943e-05    3.70517
