#Xaxis_B1     YlengthB1     discharge_B1   dischargeEFF_B1  dischargeINEFF_B1  rech_Moulins_B1  rech_meltR_B1  P_B1
2.390625e+01  2.000000e+04  9.114533e+01   3.365308e+00     8.778002e+01       9.012093e+01     9.322001e-01   1.914587e+00
2.421875e+01  2.000000e+04  9.113444e+01   3.347499e+00     8.778694e+01       9.012044e+01     9.227430e-01   1.913158e+00
2.453125e+01  2.000000e+04  9.112361e+01   3.329982e+00     8.779363e+01       9.011994e+01     9.133394e-01   1.911746e+00
2.484375e+01  2.000000e+04  9.111284e+01   3.312749e+00     8.780009e+01       9.011945e+01     9.039885e-01   1.910351e+00
2.515625e+01  2.000000e+04  9.110213e+01   3.295793e+00     8.780633e+01       9.011895e+01     8.946893e-01   1.908973e+00
2.546875e+01  2.000000e+04  9.109147e+01   3.279108e+00     8.781236e+01       9.011845e+01     8.854410e-01   1.907612e+00
2.578125e+01  2.000000e+04  9.108086e+01   3.262688e+00     8.781818e+01       9.011796e+01     8.762429e-01   1.906266e+00
2.609375e+01  2.000000e+04  9.107031e+01   3.246526e+00     8.782379e+01       9.011746e+01     8.670941e-01   1.904937e+00
2.640625e+01  2.000000e+04  9.105982e+01   3.230616e+00     8.782920e+01       9.011697e+01     8.579939e-01   1.903622e+00
2.671875e+01  2.000000e+04  9.104937e+01   3.214953e+00     8.783442e+01       9.011647e+01     8.489415e-01   1.902323e+00
2.703125e+01  2.000000e+04  9.103898e+01   3.199532e+00     8.783945e+01       9.011598e+01     8.399362e-01   1.901039e+00
2.734375e+01  2.000000e+04  9.102864e+01   3.184346e+00     8.784430e+01       9.011548e+01     8.309772e-01   1.899769e+00
2.765625e+01  2.000000e+04  9.101835e+01   3.169392e+00     8.784896e+01       9.011498e+01     8.220640e-01   1.898513e+00
2.796875e+01  2.000000e+04  9.100811e+01   3.154663e+00     8.785345e+01       9.011449e+01     8.131957e-01   1.897272e+00
2.828125e+01  2.000000e+04  9.099792e+01   3.140156e+00     8.785776e+01       9.011399e+01     8.043718e-01   1.896044e+00
2.859375e+01  2.000000e+04  9.098777e+01   3.125867e+00     8.786191e+01       9.011350e+01     7.955916e-01   1.894829e+00
2.890625e+01  2.000000e+04  9.097768e+01   3.111790e+00     8.786589e+01       9.011300e+01     7.868544e-01   1.893628e+00
2.921875e+01  2.000000e+04  9.096763e+01   3.097922e+00     8.786971e+01       9.011251e+01     7.781596e-01   1.892440e+00
2.953125e+01  2.000000e+04  9.095762e+01   3.084259e+00     8.787336e+01       9.011201e+01     7.695067e-01   1.891265e+00
2.984375e+01  2.000000e+04  9.094766e+01   3.070796e+00     8.787687e+01       9.011152e+01     7.608951e-01   1.890102e+00
3.015625e+01  2.000000e+04  9.093775e+01   3.057532e+00     8.788022e+01       9.011102e+01     7.523241e-01   1.888951e+00
3.046875e+01  2.000000e+04  9.092788e+01   3.044461e+00     8.788342e+01       9.011052e+01     7.437932e-01   1.887813e+00
3.078125e+01  2.000000e+04  9.091805e+01   3.031581e+00     8.788647e+01       9.011003e+01     7.353018e-01   1.886687e+00
3.109375e+01  2.000000e+04  9.090827e+01   3.018889e+00     8.788938e+01       9.010953e+01     7.268495e-01   1.885572e+00
3.140625e+01  2.000000e+04  9.089853e+01   3.006381e+00     8.789215e+01       9.010904e+01     7.184356e-01   1.884469e+00
3.171875e+01  2.000000e+04  9.088883e+01   2.994055e+00     8.789477e+01       9.010854e+01     7.100597e-01   1.883378e+00
3.203125e+01  2.000000e+04  9.087917e+01   2.981908e+00     8.789726e+01       9.010805e+01     7.017213e-01   1.882298e+00
3.234375e+01  2.000000e+04  9.086955e+01   2.969938e+00     8.789961e+01       9.010755e+01     6.934198e-01   1.881229e+00
3.265625e+01  2.000000e+04  9.085997e+01   2.958142e+00     8.790183e+01       9.010705e+01     6.851548e-01   1.880170e+00
3.296875e+01  2.000000e+04  9.085043e+01   2.946518e+00     8.790392e+01       9.010656e+01     6.769257e-01   1.879123e+00
3.328125e+01  2.000000e+04  9.084093e+01   2.935064e+00     8.790587e+01       9.010606e+01     6.687323e-01   1.878086e+00
3.359375e+01  2.000000e+04  9.083147e+01   2.923777e+00     8.790770e+01       9.010557e+01     6.605738e-01   1.877060e+00
3.390625e+01  2.000000e+04  9.082205e+01   2.912656e+00     8.790939e+01       9.010507e+01     6.524500e-01   1.876045e+00
3.421875e+01  2.000000e+04  9.081267e+01   2.901700e+00     8.791097e+01       9.010458e+01     6.443604e-01   1.875039e+00
3.453125e+01  2.000000e+04  9.080332e+01   2.890906e+00     8.791241e+01       9.010408e+01     6.363045e-01   1.874044e+00
3.484375e+01  2.000000e+04  9.079401e+01   2.880273e+00     8.791373e+01       9.010359e+01     6.282819e-01   1.873059e+00
3.515625e+01  2.000000e+04  9.078473e+01   2.869800e+00     8.791493e+01       9.010309e+01     6.202923e-01   1.872083e+00
3.546875e+01  2.000000e+04  9.077549e+01   2.859486e+00     8.791600e+01       9.010259e+01     6.123351e-01   1.871118e+00
3.578125e+01  2.000000e+04  9.076629e+01   2.849330e+00     8.791696e+01       9.010210e+01     6.044100e-01   1.870162e+00
3.609375e+01  2.000000e+04  9.075712e+01   2.839330e+00     8.791779e+01       9.010160e+01     5.965166e-01   1.869216e+00
3.640625e+01  2.000000e+04  9.074798e+01   2.829487e+00     8.791849e+01       9.010111e+01     5.886545e-01   1.868280e+00
3.671875e+01  2.000000e+04  9.073888e+01   2.819799e+00     8.791908e+01       9.010061e+01     5.808233e-01   1.867353e+00
3.703125e+01  2.000000e+04  9.072981e+01   2.810267e+00     8.791954e+01       9.010012e+01     5.730226e-01   1.866436e+00
3.734375e+01  2.000000e+04  9.072078e+01   2.800890e+00     8.791989e+01       9.009962e+01     5.652521e-01   1.865528e+00
3.765625e+01  2.000000e+04  9.071177e+01   2.791667e+00     8.792011e+01       9.009912e+01     5.575114e-01   1.864630e+00
3.796875e+01  2.000000e+04  9.070281e+01   2.782601e+00     8.792020e+01       9.009863e+01     5.498002e-01   1.863741e+00
3.828125e+01  2.000000e+04  9.069387e+01   2.773689e+00     8.792018e+01       9.009813e+01     5.421180e-01   1.862861e+00
3.859375e+01  2.000000e+04  9.068496e+01   2.764935e+00     8.792003e+01       9.009764e+01     5.344645e-01   1.861990e+00
3.890625e+01  2.000000e+04  9.067609e+01   2.756337e+00     8.791975e+01       9.009714e+01     5.268394e-01   1.861129e+00
3.921875e+01  2.000000e+04  9.066724e+01   2.747898e+00     8.791935e+01       9.009665e+01     5.192423e-01   1.860277e+00
3.953125e+01  2.000000e+04  9.065843e+01   2.739618e+00     8.791881e+01       9.009615e+01     5.116729e-01   1.859434e+00
3.984375e+01  2.000000e+04  9.064965e+01   2.731499e+00     8.791815e+01       9.009566e+01     5.041309e-01   1.858601e+00
4.015625e+01  2.000000e+04  9.064089e+01   2.723544e+00     8.791735e+01       9.009516e+01     4.966158e-01   1.857777e+00
4.046875e+01  2.000000e+04  9.063217e+01   2.715754e+00     8.791641e+01       9.009466e+01     4.891275e-01   1.856962e+00
4.078125e+01  2.000000e+04  9.062347e+01   2.708132e+00     8.791534e+01       9.009417e+01     4.816655e-01   1.856156e+00
4.109375e+01  2.000000e+04  9.061480e+01   2.700682e+00     8.791412e+01       9.009367e+01     4.742295e-01   1.855360e+00
4.140625e+01  2.000000e+04  9.060617e+01   2.693407e+00     8.791276e+01       9.009318e+01     4.668192e-01   1.854574e+00
4.171875e+01  2.000000e+04  9.059755e+01   2.686310e+00     8.791124e+01       9.009268e+01     4.594343e-01   1.853797e+00
4.203125e+01  2.000000e+04  9.058897e+01   2.679397e+00     8.790957e+01       9.009219e+01     4.520744e-01   1.853029e+00
4.234375e+01  2.000000e+04  9.058042e+01   2.672672e+00     8.790774e+01       9.009169e+01     4.447392e-01   1.852272e+00
4.265625e+01  2.000000e+04  9.057189e+01   2.666143e+00     8.790574e+01       9.009119e+01     4.374284e-01   1.851524e+00
4.296875e+01  2.000000e+04  9.056338e+01   2.659814e+00     8.790357e+01       9.009070e+01     4.301417e-01   1.850786e+00
4.328125e+01  2.000000e+04  9.055491e+01   2.653695e+00     8.790121e+01       9.009020e+01     4.228786e-01   1.850059e+00
4.359375e+01  2.000000e+04  9.054645e+01   2.647793e+00     8.789866e+01       9.008971e+01     4.156390e-01   1.849341e+00
4.390625e+01  2.000000e+04  9.053803e+01   2.642119e+00     8.789591e+01       9.008921e+01     4.084223e-01   1.848635e+00
4.421875e+01  2.000000e+04  9.052963e+01   2.636683e+00     8.789294e+01       9.008872e+01     4.012284e-01   1.847939e+00
4.453125e+01  2.000000e+04  9.052125e+01   2.631498e+00     8.788975e+01       9.008822e+01     3.940568e-01   1.847255e+00
4.484375e+01  2.000000e+04  9.051290e+01   2.626578e+00     8.788632e+01       9.008773e+01     3.869071e-01   1.846582e+00
4.515625e+01  2.000000e+04  9.050457e+01   2.621940e+00     8.788263e+01       9.008723e+01     3.797790e-01   1.845921e+00
4.546875e+01  2.000000e+04  9.049626e+01   2.617601e+00     8.787866e+01       9.008673e+01     3.726721e-01   1.845272e+00
4.578125e+01  2.000000e+04  9.048798e+01   2.613582e+00     8.787440e+01       9.008624e+01     3.655860e-01   1.844635e+00
4.609375e+01  2.000000e+04  9.047972e+01   2.609908e+00     8.786981e+01       9.008574e+01     3.585202e-01   1.844012e+00
4.640625e+01  2.000000e+04  9.047148e+01   2.606605e+00     8.786488e+01       9.008525e+01     3.514744e-01   1.843403e+00
4.671875e+01  2.000000e+04  9.046327e+01   2.603704e+00     8.785956e+01       9.008475e+01     3.444480e-01   1.842807e+00
4.703125e+01  2.000000e+04  9.045507e+01   2.601241e+00     8.785383e+01       9.008426e+01     3.374405e-01   1.842227e+00
4.734375e+01  2.000000e+04  9.044689e+01   2.599257e+00     8.784764e+01       9.008376e+01     3.304515e-01   1.841663e+00
4.765625e+01  2.000000e+04  9.043874e+01   2.597799e+00     8.784094e+01       9.008326e+01     3.234802e-01   1.841115e+00
4.796875e+01  2.000000e+04  9.043060e+01   2.596921e+00     8.783368e+01       9.008277e+01     3.165262e-01   1.840585e+00
4.828125e+01  2.000000e+04  9.042248e+01   2.596685e+00     8.782580e+01       9.008227e+01     3.095888e-01   1.840074e+00
4.859375e+01  2.000000e+04  9.041438e+01   2.597165e+00     8.781721e+01       9.008178e+01     3.026672e-01   1.839582e+00
4.890625e+01  2.000000e+04  9.040629e+01   2.598443e+00     8.780785e+01       9.008128e+01     2.957606e-01   1.839112e+00
4.921875e+01  2.000000e+04  9.039822e+01   2.600618e+00     8.779761e+01       9.008079e+01     2.888681e-01   1.838665e+00
4.953125e+01  2.000000e+04  9.039017e+01   2.603805e+00     8.778636e+01       9.008029e+01     2.819888e-01   1.838243e+00
4.984375e+01  2.000000e+04  9.038213e+01   2.608134e+00     8.777399e+01       9.007980e+01     2.751215e-01   1.837848e+00
