#Xaxis_E2     YlengthE2     discharge_E2   dischargeEFF_E2  dischargeINEFF_E2  rech_Moulins_E2  rech_meltR_E2  P_E2
1.464844e+00  9.375000e+02  5.335551e+00   1.155116e+00     4.180435e+00       5.308961e+00     2.419721e-02   2.327746e+00
1.488281e+00  9.375000e+02  5.309837e+00   1.158722e+00     4.151115e+00       5.283516e+00     2.395200e-02   2.336752e+00
1.511719e+00  9.375000e+02  5.284120e+00   1.161504e+00     4.122617e+00       5.258072e+00     2.370386e-02   2.345306e+00
1.535156e+00  9.375000e+02  5.258400e+00   1.163434e+00     4.094967e+00       5.232628e+00     2.345302e-02   2.353425e+00
1.558594e+00  9.375000e+02  5.232678e+00   1.164511e+00     4.068167e+00       5.207183e+00     2.319973e-02   2.361130e+00
1.582031e+00  9.375000e+02  5.206952e+00   1.164747e+00     4.042205e+00       5.181739e+00     2.294420e-02   2.368436e+00
1.605469e+00  9.375000e+02  5.181225e+00   1.164161e+00     4.017064e+00       5.156295e+00     2.268667e-02   2.375362e+00
1.628906e+00  9.375000e+02  5.155496e+00   1.162775e+00     3.992721e+00       5.130850e+00     2.242734e-02   2.381924e+00
1.652344e+00  9.375000e+02  5.129765e+00   1.160614e+00     3.969151e+00       5.105406e+00     2.216643e-02   2.388135e+00
1.675781e+00  9.375000e+02  5.104032e+00   1.157706e+00     3.946326e+00       5.079962e+00     2.190411e-02   2.394012e+00
1.699219e+00  9.375000e+02  5.078298e+00   1.154090e+00     3.924209e+00       5.054517e+00     2.164058e-02   2.399567e+00
1.722656e+00  9.375000e+02  5.052563e+00   1.149894e+00     3.902669e+00       5.029073e+00     2.137599e-02   2.404814e+00
1.746094e+00  9.375000e+02  5.026827e+00   1.143811e+00     3.883016e+00       5.003629e+00     2.111041e-02   2.409758e+00
1.769531e+00  9.843750e+02  4.977415e+00   1.127552e+00     3.849862e+00       4.978184e+00     2.084507e-02   2.422181e+00
1.792969e+00  9.843750e+02  4.974083e+00   1.102548e+00     3.871535e+00       4.951468e+00     2.058030e-02   2.427288e+00
1.816406e+00  9.843750e+02  4.947080e+00   1.087544e+00     3.859536e+00       4.924751e+00     2.031920e-02   2.432032e+00
1.839844e+00  9.843750e+02  4.920077e+00   1.078640e+00     3.841437e+00       4.898035e+00     2.005818e-02   2.436490e+00
1.863281e+00  9.843750e+02  4.893073e+00   1.070433e+00     3.822641e+00       4.871318e+00     1.979716e-02   2.440691e+00
1.886719e+00  9.843750e+02  4.866070e+00   1.062308e+00     3.803762e+00       4.844602e+00     1.953622e-02   2.444656e+00
1.910156e+00  9.843750e+02  4.839067e+00   1.054082e+00     3.784985e+00       4.817885e+00     1.927550e-02   2.448401e+00
1.933594e+00  9.843750e+02  4.812064e+00   1.045675e+00     3.766390e+00       4.791168e+00     1.901511e-02   2.451938e+00
1.957031e+00  9.843750e+02  4.785062e+00   1.037051e+00     3.748011e+00       4.764452e+00     1.875518e-02   2.455281e+00
1.980469e+00  9.843750e+02  4.758060e+00   1.028198e+00     3.729863e+00       4.737735e+00     1.849583e-02   2.458442e+00
2.003906e+00  9.843750e+02  4.731060e+00   1.019111e+00     3.711948e+00       4.711019e+00     1.823716e-02   2.461430e+00
2.027344e+00  9.843750e+02  4.704060e+00   1.009794e+00     3.694266e+00       4.684302e+00     1.797928e-02   2.464255e+00
2.050781e+00  9.843750e+02  4.677061e+00   1.000253e+00     3.676808e+00       4.657586e+00     1.772229e-02   2.466928e+00
2.074219e+00  9.843750e+02  4.650063e+00   9.904951e-01     3.659568e+00       4.630869e+00     1.746629e-02   2.469456e+00
2.097656e+00  9.843750e+02  4.623066e+00   9.805304e-01     3.642536e+00       4.604153e+00     1.721135e-02   2.471847e+00
2.121094e+00  9.843750e+02  4.596071e+00   9.703674e-01     3.625703e+00       4.577436e+00     1.695756e-02   2.474110e+00
2.144531e+00  9.843750e+02  4.569077e+00   9.600150e-01     3.609062e+00       4.550719e+00     1.670499e-02   2.476252e+00
2.167969e+00  9.843750e+02  4.542084e+00   9.494815e-01     3.592602e+00       4.524003e+00     1.645372e-02   2.478278e+00
2.191406e+00  9.843750e+02  4.515093e+00   9.387748e-01     3.576318e+00       4.497286e+00     1.620379e-02   2.480196e+00
2.214844e+00  9.843750e+02  4.488103e+00   9.279041e-01     3.560199e+00       4.470570e+00     1.595527e-02   2.482010e+00
2.238281e+00  9.843750e+02  4.461115e+00   9.168859e-01     3.544229e+00       4.443853e+00     1.570820e-02   2.483725e+00
2.261719e+00  9.843750e+02  4.434129e+00   9.057982e-01     3.528330e+00       4.417137e+00     1.546262e-02   2.485346e+00
2.285156e+00  9.843750e+02  4.407144e+00   8.936658e-01     3.513478e+00       4.390420e+00     1.521848e-02   2.486873e+00
2.308594e+00  1.031250e+03  4.361049e+00   8.744611e-01     3.486588e+00       4.363704e+00     1.497672e-02   2.496086e+00
2.332031e+00  1.031250e+03  4.351910e+00   8.488227e-01     3.503087e+00       4.335715e+00     1.473756e-02   2.498165e+00
2.355469e+00  1.031250e+03  4.323664e+00   8.308709e-01     3.492793e+00       4.307726e+00     1.450368e-02   2.500073e+00
2.378906e+00  1.031250e+03  4.295421e+00   8.178791e-01     3.477542e+00       4.279737e+00     1.427185e-02   2.501872e+00
2.402344e+00  1.031250e+03  4.267179e+00   8.057860e-01     3.461393e+00       4.251749e+00     1.404184e-02   2.503583e+00
2.425781e+00  1.031250e+03  4.238940e+00   7.940724e-01     3.444867e+00       4.223760e+00     1.381365e-02   2.505218e+00
2.449219e+00  1.031250e+03  4.210702e+00   7.825741e-01     3.428128e+00       4.195771e+00     1.358729e-02   2.506787e+00
2.472656e+00  1.031250e+03  4.182467e+00   7.712155e-01     3.411251e+00       4.167782e+00     1.336278e-02   2.508297e+00
2.496094e+00  1.031250e+03  4.154233e+00   7.599569e-01     3.394276e+00       4.139793e+00     1.314015e-02   2.509756e+00
2.519531e+00  1.031250e+03  4.126002e+00   7.487759e-01     3.377226e+00       4.111805e+00     1.291943e-02   2.511167e+00
2.542969e+00  1.031250e+03  4.097773e+00   7.376592e-01     3.360113e+00       4.083816e+00     1.270064e-02   2.512538e+00
2.566406e+00  1.031250e+03  4.069546e+00   7.265993e-01     3.342946e+00       4.055827e+00     1.248380e-02   2.513871e+00
2.589844e+00  1.031250e+03  4.041321e+00   7.155920e-01     3.325729e+00       4.027838e+00     1.226894e-02   2.515172e+00
2.613281e+00  1.031250e+03  4.013098e+00   7.046353e-01     3.308463e+00       3.999850e+00     1.205607e-02   2.516444e+00
2.636719e+00  1.031250e+03  3.984878e+00   6.937286e-01     3.291149e+00       3.971861e+00     1.184521e-02   2.517690e+00
2.660156e+00  1.031250e+03  3.956659e+00   6.828725e-01     3.273787e+00       3.943872e+00     1.163638e-02   2.518915e+00
2.683594e+00  1.031250e+03  3.928443e+00   6.720678e-01     3.256375e+00       3.915883e+00     1.142958e-02   2.520121e+00
2.707031e+00  1.031250e+03  3.900230e+00   6.613159e-01     3.238914e+00       3.887895e+00     1.122482e-02   2.521312e+00
2.730469e+00  1.031250e+03  3.872018e+00   6.506185e-01     3.221399e+00       3.859906e+00     1.102212e-02   2.522489e+00
2.753906e+00  1.031250e+03  3.843809e+00   6.399772e-01     3.203832e+00       3.831917e+00     1.082149e-02   2.523656e+00
2.777344e+00  1.031250e+03  3.815602e+00   6.293935e-01     3.186208e+00       3.803928e+00     1.062292e-02   2.524814e+00
2.800781e+00  1.031250e+03  3.787397e+00   6.188690e-01     3.168528e+00       3.775939e+00     1.042642e-02   2.525967e+00
2.824219e+00  1.031250e+03  3.759195e+00   6.084051e-01     3.150790e+00       3.747951e+00     1.023199e-02   2.527116e+00
2.847656e+00  1.031250e+03  3.730994e+00   5.980028e-01     3.132992e+00       3.719962e+00     1.003965e-02   2.528263e+00
2.871094e+00  1.031250e+03  3.702797e+00   5.876629e-01     3.115134e+00       3.691973e+00     9.849374e-03   2.529410e+00
2.894531e+00  1.031250e+03  3.674601e+00   5.773858e-01     3.097215e+00       3.663984e+00     9.661177e-03   2.530558e+00
2.917969e+00  1.031250e+03  3.646408e+00   5.671718e-01     3.079236e+00       3.635996e+00     9.475053e-03   2.531710e+00
2.941406e+00  1.031250e+03  3.618217e+00   5.570204e-01     3.061196e+00       3.608007e+00     9.290996e-03   2.532865e+00
2.964844e+00  1.031250e+03  3.590028e+00   5.469310e-01     3.043097e+00       3.580018e+00     9.109002e-03   2.534026e+00
2.988281e+00  1.031250e+03  3.561841e+00   5.369030e-01     3.024938e+00       3.552029e+00     8.929061e-03   2.535193e+00
3.011719e+00  1.031250e+03  3.533657e+00   5.269370e-01     3.006720e+00       3.524041e+00     8.751164e-03   2.536366e+00
3.035156e+00  1.031250e+03  3.505475e+00   5.170390e-01     2.988436e+00       3.496052e+00     8.575295e-03   2.537546e+00
3.058594e+00  1.031250e+03  3.477295e+00   5.072452e-01     2.970050e+00       3.468063e+00     8.401428e-03   2.538733e+00
3.082031e+00  1.031250e+03  3.449118e+00   4.969536e-01     2.952164e+00       3.440074e+00     8.229509e-03   2.539924e+00
